,Unnamed: 0,Source,Etype,Destination,TimeStamp,full_date,month_day_yr,month_yr,month,yr,Source_Names,Destination_Names
26697,2802210.0,320914,0,713701,1453896491,2016-01-27 12:08:11,01/27/2016,01/2016,1,2016,Cora Cross,Jane Tyler
26698,4500768.0,320914,1,713701,1457674862,2016-03-11 05:41:02,03/11/2016,03/2016,3,2016,Cora Cross,Jane Tyler
26699,5742965.0,320914,1,713701,1464771994,2016-06-01 09:06:34,06/01/2016,06/2016,6,2016,Cora Cross,Jane Tyler
26700,6313707.0,320914,0,713701,1481342212,2016-12-10 03:56:52,12/10/2016,12/2016,12,2016,Cora Cross,Jane Tyler
26701,11349726.0,320914,1,713701,1496567094,2017-06-04 09:04:54,06/04/2017,06/2017,6,2017,Cora Cross,Jane Tyler
26702,11387488.0,320914,1,713701,1496778655,2017-06-06 19:50:55,06/06/2017,06/2017,6,2017,Cora Cross,Jane Tyler
170756,2896009.0,320914,0,713563,1454634639,2016-02-05 01:10:39,02/05/2016,02/2016,2,2016,Cora Cross,Maia Ballerini
170757,4532990.0,320914,1,713563,1457857209,2016-03-13 08:20:09,03/13/2016,03/2016,3,2016,Cora Cross,Maia Ballerini
170758,4741316.0,320914,1,713563,1459057546,2016-03-27 05:45:46,03/27/2016,03/2016,3,2016,Cora Cross,Maia Ballerini
170759,5349461.0,320914,1,713563,1462529771,2016-05-06 10:16:11,05/06/2016,05/2016,5,2016,Cora Cross,Maia Ballerini
170760,6877416.0,320914,0,713563,1485721312,2017-01-29 20:21:52,01/29/2017,01/2017,1,2017,Cora Cross,Maia Ballerini
170761,7733260.0,320914,0,713563,1492354082,2017-04-16 14:48:02,04/16/2017,04/2017,4,2017,Cora Cross,Maia Ballerini
170762,8016820.0,320914,0,713563,1494564749,2017-05-12 04:52:29,05/12/2017,05/2017,5,2017,Cora Cross,Maia Ballerini
248711,2765925.0,320914,0,1376868,1453611431,2016-01-24 04:57:11,01/24/2016,01/2016,1,2016,Cora Cross,Timothy Gibson
248712,3564588.0,320914,0,1376868,1459878283,2016-04-05 17:44:43,04/05/2016,04/2016,4,2016,Cora Cross,Timothy Gibson
248713,6834921.0,320914,1,1376868,1470979813,2016-08-12 05:30:13,08/12/2016,08/2016,8,2016,Cora Cross,Timothy Gibson
248714,7349763.0,320914,1,1376868,1473906117,2016-09-15 02:21:57,09/15/2016,09/2016,9,2016,Cora Cross,Timothy Gibson
248715,8499051.0,320914,1,1376868,1480436955,2016-11-29 16:29:15,11/29/2016,11/2016,11,2016,Cora Cross,Timothy Gibson
248716,6908774.0,320914,0,1376868,1485965167,2017-02-01 16:06:07,02/01/2017,02/2017,2,2017,Cora Cross,Timothy Gibson
248717,11344749.0,320914,1,1376868,1496539179,2017-06-04 01:19:39,06/04/2017,06/2017,6,2017,Cora Cross,Timothy Gibson
350379,4638707.0,320914,1,713474,1458466825,2016-03-20 09:40:25,03/20/2016,03/2016,3,2016,Cora Cross,Sachiko Sanabria
410437,8807824.0,320914,1,713468,1482185166,2016-12-19 22:06:06,12/19/2016,12/2016,12,2016,Cora Cross,Herman Todd
458540,2751680.0,320914,0,292073,1453499384,2016-01-22 21:49:44,01/22/2016,01/2016,1,2016,Cora Cross,Wilhelmina Nybo
458541,4553507.0,320914,1,292073,1457976514,2016-03-14 17:28:34,03/14/2016,03/2016,3,2016,Cora Cross,Wilhelmina Nybo
458542,11525888.0,320914,1,292073,1497563659,2017-06-15 21:54:19,06/15/2017,06/2017,6,2017,Cora Cross,Wilhelmina Nybo
513527,4206168.0,320914,0,713489,1464897540,2016-06-02 19:59:00,06/02/2016,06/2016,6,2016,Cora Cross,Lavona Smola
513528,8605463.0,320914,1,713489,1481038790,2016-12-06 15:39:50,12/06/2016,12/2016,12,2016,Cora Cross,Lavona Smola
615862,7837571.0,320914,1,713619,1476678191,2016-10-17 04:23:11,10/17/2016,10/2016,10,2016,Cora Cross,Bulah Breheny
761740,5263312.0,320914,1,713389,1462038159,2016-04-30 17:42:39,04/30/2016,04/2016,4,2016,Cora Cross,Herman Delaware
761741,8297774.0,320914,0,713389,1496739764,2017-06-06 09:02:44,06/06/2017,06/2017,6,2017,Cora Cross,Herman Delaware
1179704,7978611.0,320914,1,713687,1477481081,2016-10-26 11:24:41,10/26/2016,10/2016,10,2016,Cora Cross,Marissa Harryman
1179705,7821814.0,320914,0,713687,1493044756,2017-04-24 14:39:16,04/24/2017,04/2017,4,2017,Cora Cross,Marissa Harryman
1337301,7250155.0,320914,1,1981017,1473341237,2016-09-08 13:27:17,09/08/2016,09/2016,9,2016,Cora Cross,Terrilyn Overkamp
1337302,7833903.0,320914,1,1981017,1476657891,2016-10-16 22:44:51,10/16/2016,10/2016,10,2016,Cora Cross,Terrilyn Overkamp
1337303,8868793.0,320914,1,1981017,1482531250,2016-12-23 22:14:10,12/23/2016,12/2016,12,2016,Cora Cross,Terrilyn Overkamp
1356787,4212479.0,320914,1,713444,1456022214,2016-02-21 02:36:54,02/21/2016,02/2016,2,2016,Cora Cross,Laurice Eichenberg
1356788,5844214.0,320914,0,713444,1477683963,2016-10-28 19:46:03,10/28/2016,10/2016,10,2016,Cora Cross,Laurice Eichenberg
1356789,6266330.0,320914,0,713444,1480972989,2016-12-05 21:23:09,12/05/2016,12/2016,12,2016,Cora Cross,Laurice Eichenberg
1529034,5495313.0,320914,0,713909,1474972076,2016-09-27 10:27:56,09/27/2016,09/2016,9,2016,Cora Cross,Eula Screen
1705274,3181485.0,320914,0,712997,1456873482,2016-03-01 23:04:42,03/01/2016,03/2016,3,2016,Cora Cross,Toshia Kestler
1705275,9451502.0,320914,1,712997,1485836203,2017-01-31 04:16:43,01/31/2017,01/2017,1,2017,Cora Cross,Toshia Kestler
2039555,5639350.0,320914,1,713997,1464182071,2016-05-25 13:14:31,05/25/2016,05/2016,5,2016,Cora Cross,Jerry Kleindienst
2254280,3696848.0,320914,0,714787,1460916145,2016-04-17 18:02:25,04/17/2016,04/2016,4,2016,Cora Cross,Ji Caplinger
2254281,7954232.0,320914,1,714787,1477344347,2016-10-24 21:25:47,10/24/2016,10/2016,10,2016,Cora Cross,Ji Caplinger
2463466,4066154.0,713639,1,320914,1455189094,2016-02-11 11:11:34,02/11/2016,02/2016,2,2016,Juan Walsh,Cora Cross
2463467,4560720.0,713639,1,320914,1458017924,2016-03-15 04:58:44,03/15/2016,03/2016,3,2016,Juan Walsh,Cora Cross
2463468,6798155.0,713639,0,320914,1485103786,2017-01-22 16:49:46,01/22/2017,01/2017,1,2017,Juan Walsh,Cora Cross
2463469,7626319.0,713639,0,320914,1491522475,2017-04-06 23:47:55,04/06/2017,04/2017,4,2017,Juan Walsh,Cora Cross
2463470,7708265.0,713639,0,320914,1492155791,2017-04-14 07:43:11,04/14/2017,04/2017,4,2017,Juan Walsh,Cora Cross
2463471,10688126.0,713639,1,320914,1492830247,2017-04-22 03:04:07,04/22/2017,04/2017,4,2017,Juan Walsh,Cora Cross
2463472,10700835.0,713639,1,320914,1492902309,2017-04-22 23:05:09,04/22/2017,04/2017,4,2017,Juan Walsh,Cora Cross
2463494,3118175.0,713701,0,320914,1456376321,2016-02-25 04:58:41,02/25/2016,02/2016,2,2016,Jane Tyler,Cora Cross
2463495,4582127.0,713701,1,320914,1458141176,2016-03-16 15:12:56,03/16/2016,03/2016,3,2016,Jane Tyler,Cora Cross
2463496,5256761.0,713701,1,320914,1462000419,2016-04-30 07:13:39,04/30/2016,04/2016,4,2016,Jane Tyler,Cora Cross
2463497,4206176.0,713701,0,320914,1464897573,2016-06-02 19:59:33,06/02/2016,06/2016,6,2016,Jane Tyler,Cora Cross
2463498,5509564.0,713701,0,320914,1475082133,2016-09-28 17:02:13,09/28/2016,09/2016,9,2016,Jane Tyler,Cora Cross
