,Unnamed: 0,Source,Etype,Destination,TimeStamp,full_date,month_day_yr,month_yr,month,yr,Source_Names,Destination_Names
560115,6132991,320914,0,713876,1479935308,2016-11-23 21:08:28,11/23/2016,11/2016,11,2016,Cora Cross,Alex Wilkins
560116,10965252,320914,1,713876,1494399056,2017-05-10 06:50:56,05/10/2017,05/2017,5,2017,Cora Cross,Alex Wilkins
642736,9264381,320914,1,713725,1484775166,2017-01-18 21:32:46,01/18/2017,01/2017,1,2017,Cora Cross,Palmer Kilborne
642737,7050002,320914,0,713725,1487055073,2017-02-14 06:51:13,02/14/2017,02/2017,2,2017,Cora Cross,Palmer Kilborne
679729,4405600,320914,1,713429,1457128580,2016-03-04 21:56:20,03/04/2016,03/2016,3,2016,Cora Cross,Amelia Wright
894883,8717464,320914,1,713336,1481673660,2016-12-14 00:01:00,12/14/2016,12/2016,12,2016,Cora Cross,Alexander Stevenson
944217,3219558,320914,0,713357,1457173224,2016-03-05 10:20:24,03/05/2016,03/2016,3,2016,Cora Cross,Santiago Batten
1003517,11671148,320914,1,713294,1498385737,2017-06-25 10:15:37,06/25/2017,06/2017,6,2017,Cora Cross,Leroy Hamilton
1051668,5862284,320914,1,1963161,1465451180,2016-06-09 05:46:20,06/09/2016,06/2016,6,2016,Cora Cross,Jimmy Llewellyn
1085102,4515828,320914,1,713767,1457759808,2016-03-12 05:16:48,03/12/2016,03/2016,3,2016,Cora Cross,Yulanda Maymon
1130990,4018667,320914,0,713919,1463434897,2016-05-16 21:41:37,05/16/2016,05/2016,5,2016,Cora Cross,Millie Reed
1229782,3730234,320914,0,713284,1461173693,2016-04-20 17:34:53,04/20/2016,04/2016,4,2016,Cora Cross,Hortensia Dahme
1246064,6539552,320914,0,713989,1483092356,2016-12-30 10:05:56,12/30/2016,12/2016,12,2016,Cora Cross,Mabel Ramirez
1258360,2986325,320914,0,714090,1455341927,2016-02-13 05:38:47,02/13/2016,02/2016,2,2016,Cora Cross,Jasmin Donoho
