,Unnamed: 0,Source,Etype,Destination,TimeStamp,full_date,month_day_yr,month_yr,month,yr,Source_Names,Destination_Names
2466060,8097248.0,580766,0,320914,1495187343,2017-05-19 09:49:03,05/19/2017,05/2017,5,2017,Trevor Webb,Cora Cross
2466061,8119431.0,580766,0,320914,1495360143,2017-05-21 09:49:03,05/21/2017,05/2017,5,2017,Trevor Webb,Cora Cross
2466062,8141810.0,580766,0,320914,1495532943,2017-05-23 09:49:03,05/23/2017,05/2017,5,2017,Trevor Webb,Cora Cross
2466063,8252916.0,580766,0,320914,1496396943,2017-06-02 09:49:03,06/02/2017,06/2017,6,2017,Trevor Webb,Cora Cross
2466064,8275687.0,580766,0,320914,1496569743,2017-06-04 09:49:03,06/04/2017,06/2017,6,2017,Trevor Webb,Cora Cross
2466065,9390093.0,580766,0,320914,1505209743,2017-09-12 09:49:03,09/12/2017,09/2017,9,2017,Trevor Webb,Cora Cross
2466066,9423844.0,580766,0,320914,1505468943,2017-09-15 09:49:03,09/15/2017,09/2017,9,2017,Trevor Webb,Cora Cross
2466067,9591045.0,580766,0,320914,1506764943,2017-09-30 09:49:03,09/30/2017,09/2017,9,2017,Trevor Webb,Cora Cross
2466068,9613347.0,580766,0,320914,1506937743,2017-10-02 09:49:03,10/02/2017,10/2017,10,2017,Trevor Webb,Cora Cross
2466069,9635959.0,580766,0,320914,1507110543,2017-10-04 09:49:03,10/04/2017,10/2017,10,2017,Trevor Webb,Cora Cross
17100064,8743020.0,320914,0,580766,1500198543,2017-07-16 09:49:03,07/16/2017,07/2017,7,2017,Cora Cross,Trevor Webb
17100065,8765497.0,320914,0,580766,1500371343,2017-07-18 09:49:03,07/18/2017,07/2017,7,2017,Cora Cross,Trevor Webb
17100066,8988022.0,320914,0,580766,1502099343,2017-08-07 09:49:03,08/07/2017,08/2017,8,2017,Cora Cross,Trevor Webb
17100067,9658281.0,320914,0,580766,1507283343,2017-10-06 09:49:03,10/06/2017,10/2017,10,2017,Cora Cross,Trevor Webb
17100068,9669467.0,320914,0,580766,1507369743,2017-10-07 09:49:03,10/07/2017,10/2017,10,2017,Cora Cross,Trevor Webb
17100078,8164032.0,1271503,0,580766,1495705743,2017-05-25 09:49:03,05/25/2017,05/2017,5,2017,Jerome Jordan,Trevor Webb
17100079,8197276.0,1271503,0,580766,1495964943,2017-05-28 09:49:03,05/28/2017,05/2017,5,2017,Jerome Jordan,Trevor Webb
17100080,8275688.0,1271503,0,580766,1496569743,2017-06-04 09:49:03,06/04/2017,06/2017,6,2017,Jerome Jordan,Trevor Webb
24272854,8197275.0,580766,0,1271503,1495964943,2017-05-28 09:49:03,05/28/2017,05/2017,5,2017,Trevor Webb,Jerome Jordan
24272855,8219322.0,580766,0,1271503,1496137743,2017-05-30 09:49:03,05/30/2017,05/2017,5,2017,Trevor Webb,Jerome Jordan
1,,580766,5,2038138,1500889743,2017-07-24 09:49:03,07/24/2017,07/2017,07,2017,Trevor Webb,Tyree Barreneche
