,Unnamed: 0,Source,Etype,Destination,TimeStamp,full_date,month_day_yr,month_yr,month,yr,Source_Names,Destination_Names
20695,9149978.0,714514,1,713701,1484125669,2017-01-11 09:07:49,01/11/2017,01/2017,1,2017,Robbie Tanzi,Jane Tyler
20696,9300372.0,714514,1,713701,1484980391,2017-01-21 06:33:11,01/21/2017,01/2017,1,2017,Robbie Tanzi,Jane Tyler
20697,6838050.0,714514,0,713701,1485416161,2017-01-26 07:36:01,01/26/2017,01/2017,1,2017,Robbie Tanzi,Jane Tyler
20698,9417602.0,714514,1,713701,1485643416,2017-01-28 22:43:36,01/28/2017,01/2017,1,2017,Robbie Tanzi,Jane Tyler
20699,7190617.0,714514,0,713701,1488149868,2017-02-26 22:57:48,02/26/2017,02/2017,2,2017,Robbie Tanzi,Jane Tyler
20700,10274143.0,714514,1,713701,1490489614,2017-03-26 00:53:34,03/26/2017,03/2017,3,2017,Robbie Tanzi,Jane Tyler
20701,10827182.0,714514,1,713701,1493615781,2017-05-01 05:16:21,05/01/2017,05/2017,5,2017,Robbie Tanzi,Jane Tyler
20702,8039543.0,714514,0,713701,1494740045,2017-05-14 05:34:05,05/14/2017,05/2017,5,2017,Robbie Tanzi,Jane Tyler
20703,11524075.0,714514,1,713701,1497553343,2017-06-15 19:02:23,06/15/2017,06/2017,6,2017,Robbie Tanzi,Jane Tyler
20704,8569958.0,714514,0,713701,1498855879,2017-06-30 20:51:19,06/30/2017,06/2017,6,2017,Robbie Tanzi,Jane Tyler
20705,8723434.0,714514,0,713701,1500046186,2017-07-14 15:29:46,07/14/2017,07/2017,7,2017,Robbie Tanzi,Jane Tyler
20706,12235949.0,714514,1,713701,1501573633,2017-08-01 07:47:13,08/01/2017,08/2017,8,2017,Robbie Tanzi,Jane Tyler
20707,9742951.0,714514,0,713701,1507943775,2017-10-14 01:16:15,10/14/2017,10/2017,10,2017,Robbie Tanzi,Jane Tyler
54457,10111018.0,720233,1,713701,1489569314,2017-03-15 09:15:14,03/15/2017,03/2017,3,2017,Alpha Chessor,Jane Tyler
168085,7199564.0,714514,0,713563,1488218392,2017-02-27 17:59:52,02/27/2017,02/2017,2,2017,Robbie Tanzi,Maia Ballerini
168086,10169453.0,714514,1,713563,1489896403,2017-03-19 04:06:43,03/19/2017,03/2017,3,2017,Robbie Tanzi,Maia Ballerini
168087,10398728.0,714514,1,713563,1491193205,2017-04-03 04:20:05,04/03/2017,04/2017,4,2017,Robbie Tanzi,Maia Ballerini
347974,8592205.0,714514,0,713474,1499028980,2017-07-02 20:56:20,07/02/2017,07/2017,7,2017,Robbie Tanzi,Sachiko Sanabria
347975,9275920.0,714514,0,713474,1504323618,2017-09-02 03:40:18,09/02/2017,09/2017,9,2017,Robbie Tanzi,Sachiko Sanabria
347976,14403033.0,714514,1,713474,1513805075,2017-12-20 21:24:35,12/20/2017,12/2017,12,2017,Robbie Tanzi,Sachiko Sanabria
361345,6757865.0,720233,0,713474,1484787579,2017-01-19 00:59:39,01/19/2017,01/2017,1,2017,Alpha Chessor,Sachiko Sanabria
408728,10776397.0,714514,1,713468,1493327109,2017-04-27 21:05:09,04/27/2017,04/2017,4,2017,Robbie Tanzi,Herman Todd
408729,8762674.0,714514,0,713468,1500349527,2017-07-18 03:45:27,07/18/2017,07/2017,7,2017,Robbie Tanzi,Herman Todd
456460,6872561.0,714514,0,292073,1485682432,2017-01-29 09:33:52,01/29/2017,01/2017,1,2017,Robbie Tanzi,Wilhelmina Nybo
