,Unnamed: 0,Source,Etype,Destination,TimeStamp,full_date,month_day_yr,month_yr,month,yr,Source_Names,Destination_Names
458542,11525888,320914,1,292073,1497563659,2017-06-15 21:54:19,06/15/2017,06/2017,6,2017,Cora Cross,Wilhelmina Nybo
513528,8605463,320914,1,713489,1481038790,2016-12-06 15:39:50,12/06/2016,12/2016,12,2016,Cora Cross,Lavona Smola
615862,7837571,320914,1,713619,1476678191,2016-10-17 04:23:11,10/17/2016,10/2016,10,2016,Cora Cross,Bulah Breheny
761741,8297774,320914,0,713389,1496739764,2017-06-06 09:02:44,06/06/2017,06/2017,6,2017,Cora Cross,Herman Delaware
894883,8717464,320914,1,713336,1481673660,2016-12-14 00:01:00,12/14/2016,12/2016,12,2016,Cora Cross,Alexander Stevenson
894884,12082348,320914,1,713336,1500708061,2017-07-22 07:21:01,07/22/2017,07/2017,7,2017,Cora Cross,Alexander Stevenson
1003517,11671148,320914,1,713294,1498385737,2017-06-25 10:15:37,06/25/2017,06/2017,6,2017,Cora Cross,Leroy Hamilton
1229783,12851560,320914,1,713284,1505050209,2017-09-10 13:30:09,09/10/2017,09/2017,9,2017,Cora Cross,Hortensia Dahme
1283758,9333512,320914,0,714065,1504771093,2017-09-07 07:58:13,09/07/2017,09/2017,9,2017,Cora Cross,Minnie Brady
1283759,9839809,320914,0,714065,1508697026,2017-10-22 18:30:26,10/22/2017,10/2017,10,2017,Cora Cross,Minnie Brady
1308655,7435292,320914,1,714205,1474397193,2016-09-20 18:46:33,09/20/2016,09/2016,9,2016,Cora Cross,Lela Soto
1404197,8583152,320914,0,714350,1498957279,2017-07-02 01:01:19,07/02/2017,07/2017,7,2017,Cora Cross,Clayton Morrison
1443919,12038387,320914,1,714258,1500459961,2017-07-19 10:26:01,07/19/2017,07/2017,7,2017,Cora Cross,Arvilla Bochat
1483066,8526639,320914,0,713165,1498520127,2017-06-26 23:35:27,06/26/2017,06/2017,6,2017,Cora Cross,Mathew Decraene
1529034,5495313,320914,0,713909,1474972076,2016-09-27 10:27:56,09/27/2016,09/2016,9,2016,Cora Cross,Eula Screen
1571054,13875361,320914,1,713138,1510825589,2017-11-16 09:46:29,11/16/2017,11/2017,11,2017,Cora Cross,Cicely Hervol
1620097,7701424,320914,1,714237,1475906265,2016-10-08 05:57:45,10/08/2016,10/2016,10,2016,Cora Cross,Erich Induddi
1638122,8464281,320914,1,714340,1480238683,2016-11-27 09:24:43,11/27/2016,11/2016,11,2016,Cora Cross,Tess Hellmann
1659594,12690524,320914,1,712892,1504138622,2017-08-31 00:17:02,08/31/2017,08/2017,8,2017,Cora Cross,Chase Hines
1683744,10408925,320914,1,712886,1491250082,2017-04-03 20:08:02,04/03/2017,04/2017,4,2017,Cora Cross,Slyvia Zoellick
1705275,9451502,320914,1,712997,1485836203,2017-01-31 04:16:43,01/31/2017,01/2017,1,2017,Cora Cross,Toshia Kestler
1719594,10579748,320914,1,714248,1492216441,2017-04-15 00:34:01,04/15/2017,04/2017,4,2017,Cora Cross,Alfreda Shigemi
1728791,11261920,320914,1,713104,1496071851,2017-05-29 15:30:51,05/29/2017,05/2017,5,2017,Cora Cross,Roselia Lauer
1769544,10154224,320914,0,713056,1511144264,2017-11-20 02:17:44,11/20/2017,11/2017,11,2017,Cora Cross,Julia Hunter
1807787,8425012,320914,1,712547,1480015256,2016-11-24 19:20:56,11/24/2016,11/2016,11,2016,Cora Cross,Joan Renze
1812818,8050592,320914,1,714643,1477891167,2016-10-31 05:19:27,10/31/2016,10/2016,10,2016,Cora Cross,Eunice Adams
1838785,6746036,320914,1,714469,1470476139,2016-08-06 09:35:39,08/06/2016,08/2016,8,2016,Cora Cross,Tari Matyi
1844510,7160167,320914,1,714180,1472829985,2016-09-02 15:26:25,09/02/2016,09/2016,9,2016,Cora Cross,Della Peterson
1855480,6386897,320914,0,713234,1481906054,2016-12-16 16:34:14,12/16/2016,12/2016,12,2016,Cora Cross,Abram Chrabasz
