Robbie Tanzi,642.0
Alpha Chessor,88.0
Lillia Steffensmeier,45.0
Jane Tyler,19.0
Nell Dixon,17.0
Aaron Harper,15.0
Reagan Engard,11.0
Sachiko Sanabria,9.0
Laurice Eichenberg,7.0
Yulanda Maymon,6.0
Herman Todd,6.0
David Phillips,6.0
Juan Walsh,6.0
Huong Lipari,5.0
Palmer Kilborne,4.0
Amelia Wright,4.0
See Bania,4.0
Shawnda Wirght,3.0
Dustin Lowe,3.0
Maia Ballerini,3.0
Marissa Harryman,3.0
Marivel Fiser,3.0
Bernard Harper,3.0
Jimmy Llewellyn,3.0
Daphne Cassar,3.0
Etta Pierce,3.0
Sean McDonald,3.0
Santiago Batten,3.0
Merlin Topal,3.0
Kenneth Brooks,3.0
Millie Reed,3.0
Jerry Kleindienst,3.0
Telma Coraham,3.0
Kevin Gaboury,3.0
Abram Chrabasz,3.0
Jaunita Westen,3.0
Alex Wilkins,3.0
Herman Delaware,3.0
Hortensia Dahme,3.0
Clifford Lloyd,2.0
Clifford Gibbs,2.0
Leroy Hamilton,2.0
Jacob Rose,2.0
Cicely Hidde,2.0
Evangelina Herbold,2.0
Oscar Adkins,2.0
Aiden Pittman,2.0
Charise Imamura,2.0
Chanell Luciano,2.0
Philip Gill,2.0
Andria Tuel,2.0
Adeline Coleman,2.0
Phoebe Hawkins,2.0
Celsa Combe,2.0
Pura Jepko,2.0
Quinton Hennard,2.0
Raina Lofts,2.0
Larue Beltran,2.0
Viva Othman,2.0
Renetta Furlong,2.0
Rhea Wigley,2.0
Carl Wms,2.0
Kimberley Rigel,2.0
Erich Induddi,2.0
Eric Lorey,2.0
Connor Patrick,2.0
Lottie Bell,2.0
Duane Collier,2.0
Lura Chapman,2.0
Luis Woods,2.0
Luella Hanson,2.0
Ilse Jeancy,2.0
Lucile Jenkins,2.0
Denis Ewell,2.0
Delcie Lube,2.0
Loura Freytas,2.0
Deann Gladwin,2.0
Abel Imbesi,2.0
Wilhelmina Nybo,2.0
Bulah Breheny,2.0
Marjory Hada,2.0
Adele French,2.0
Loreen Enick,2.0
Mason Hale,2.0
Elizebeth Bettner,2.0
Cynthia Jimenez,2.0
Lily Harrison,2.0
Emilie Anderson,2.0
Melodee Hanline,2.0
Wendolyn Anastos,2.0
Micah Domeier,2.0
Rosa Snyder,2.0
Queen Gennett,2.0
Mabelle Morgan,2.0
Julia Clarke,2.0
Sophie Collier,2.0
Song Withey,2.0
Sue Carrelli,2.0
Josefina Baronne,2.0
Josephine Lawson,2.0
Vernon Joseph,2.0
Susannah Saxena,2.0
Sherilyn Coopwood,2.0
Jesus Myers,2.0
Alexander Stevenson,2.0
Thomas Cannon,2.0
Brande Escareno,2.0
Billye Toyn,2.0
Sabine Braunberger,2.0
Jenine Edenfield,2.0
Harvey Turner,2.0
Salena Berenguer,2.0
Ann Richardson,2.0
Viola Perez,2.0
Edmundo Sciortino,1.0
Ellan Arzo,1.0
Edison Lothrop,1.0
Elnora Newton,1.0
Inez Pierce,1.0
Dung Breck,1.0
Glenn Elliott,1.0
Glenn Page,1.0
Emily Burns,1.0
Glen Leonard,1.0
Ilana Drabicki,1.0
Glayds Naguin,1.0
Harvey Brickell,1.0
Gertrude Owen,1.0
Eric Robertson,1.0
Hermine Danas,1.0
Elizabeth Bowen,1.0
Elizabeth Coleman,1.0
Edris Kozusko,1.0
Harriet Gutierrez,1.0
Harriet Hopkins,1.0
Harrison Popper,1.0
Harry Collins,1.0
Gwyneth Ora,1.0
Eileen Prendergast,1.0
Gwenn Poinsette,1.0
Herlinda Southwood,1.0
Grace Stone,1.0
Gordon Rice,1.0
Georgine Carosiello,1.0
Eilene Tassinari,1.0
Elia Schepp,1.0
Glenn Tineo,1.0
Eliza Freeman,1.0
Goldie Mcardell,1.0
Fred Thornton,1.0
Georgina Brech,1.0
Florence Figueroa,1.0
Hillary Rummans,1.0
Fannie Lamparski,1.0
Gavin Weaver,1.0
Howard Briggs,1.0
Helen Shaw,1.0
Gary Cole,1.0
Fanny Weber,1.0
Felisa Kuhnel,1.0
Floria Wicklin,1.0
Gene Massey,1.0
Garrett Rodriguez,1.0
Flossie Manalo,1.0
Foster Vansteenberg,1.0
Frances Higgins,1.0
Freida Conninghan,1.0
Hunter Webster,1.0
Dorsey Delbert,1.0
Francis Tromble,1.0
Hettie Moore,1.0
Fallon Altop,1.0
Erna Frelow,1.0
Eula Bailey,1.0
Fredric Dixion,1.0
Georgie Miyataki,1.0
Esther Fields,1.0
Iesha Hensel,1.0
