Robert Maslanka,141.0
Garrett Hayes,78.0
Harriett Nelson,74.0
Antonetta Cabla,74.0
Valentine Tenhoff,57.0
Aubrey Stopa,56.0
Mayme McBride,55.0
Eliz Neill,53.0
Marguerite Matthews,52.0
Ezekiel Niswander,51.0
Belen Czekaj,49.0
Carole Chew,48.0
Kathe Byant,48.0
Bernard Allende,48.0
Jeanette Tyler,48.0
Hosea Tuamoheloa,47.0
Debby Critelli,46.0
Mitchell Becker,46.0
Aiden Fleming,46.0
Hermila Ehrhart,45.0
Rashad Gautney,45.0
Senaida Craton,45.0
Minnie Stanley,44.0
Dollie Mitchell,44.0
Justin Floyd,44.0
Emerald Gillaspie,44.0
Teisha Rosenwald,44.0
Tera Franzoni,44.0
Skye Farrens,43.0
Luke Venn,43.0
Alejandro Pittman,43.0
Olive Miles,43.0
Fermina Perkes,43.0
Paul Ellis,43.0
Page Sliva,43.0
Marjory Purple,43.0
Mamie Brown,43.0
Emmanuel Minnatee,43.0
Caridad Argenziano,43.0
Mellie Jagla,42.0
Kathryn Hudson,42.0
Christina Leonard,42.0
Jae Polito,42.0
Luella McGee,41.0
Rubin Clinker,41.0
Isaac Marshall,40.0
Ricardo Harrison,40.0
Melisa Obrion,40.0
Enriqueta Grow,40.0
Jenice Norway,40.0
Terry Brady,39.0
Giovanni Overbaugh,39.0
Maricela Grazier,39.0
Karrie Klepacz,39.0
Farah Ropes,39.0
Leonia Tolston,38.0
Teddy Azuma,38.0
Mitsue Nicolella,38.0
Mike Snyder,37.0
Jesus Roy,37.0
Nancy Rowe,37.0
Ezra Grustas,37.0
Gabriel Romero,37.0
Jordan Nguyen,37.0
Shane Brandi,37.0
Maria Cordone,37.0
Alfonzo Smyrski,36.0
Lisha Smuin,36.0
Jerry Singleton,36.0
Lillia Skeans,36.0
Felicita Myricks,36.0
Clara Reitter,36.0
Tinisha Eisensmith,35.0
Glenn Garrett,35.0
Elenor Decroo,35.0
Junita Yellow,35.0
Ada Hammond,35.0
Laquita Mellie,34.0
Blanch Swango,34.0
Crysta Foulke,34.0
Chara Poledore,34.0
Tori Czech,34.0
David Bell,34.0
Maryetta Miriello,34.0
Floyd Gonzales,34.0
Helen Gomez,33.0
Edna Medina,33.0
Arlie Mulderig,33.0
Minh Hanify,33.0
Shelby Apolito,33.0
Tom Kelly,33.0
Iraida Leimbach,32.0
Dennis Kim,32.0
Lillian Brock,32.0
Lorenza Litvak,32.0
Bertha Thomas,32.0
Tenisha Bendorf,32.0
Eugene Eliades,32.0
Andrew Lawson,32.0
Fabiola Bruzewicz,32.0
Terry Shaw,32.0
Randall Carpenter,32.0
Aracelis Aboulissan,32.0
Shelton Otega,32.0
Caroline Hughes,31.0
Larhonda Weis,31.0
Bert Lancon,31.0
Zelda Bushee,31.0
Kevin Greer,31.0
Dustin Aguilar,31.0
Kylee Payano,31.0
Aura Crady,31.0
Leslie Taber,31.0
Mercedes Earnhardt,31.0
Gregory Lowe,31.0
Cynthia Webb,31.0
Stan Blonsky,31.0
Emmie Legeyt,31.0
Cody Townsend,31.0
Cordie Ghebremicael,31.0
Karie Terando,30.0
Sanjuana Lakins,30.0
Lita Mcgarry,30.0
Normand Iwanowski,30.0
Celinda Klages,30.0
James Cross,30.0
Boris Bossen,30.0
Dolores Gerz,30.0
Delsie Stuckett,30.0
Barb Mikhaiel,30.0
Dorris Bozenski,30.0
Marian McKenzie,30.0
Fawn Poague,30.0
Wilson Pegg,30.0
Lourdes Savino,30.0
Adrian Hammond,30.0
Carey Shank,30.0
Rebecca Page,30.0
Anamaria Cofran,29.0
Stevie Langelier,29.0
Fred Curtis,29.0
Le Shermer,29.0
Hattie Brooks,29.0
Flavia Anliker,29.0
Jenni Warsme,29.0
Denny Geelan,29.0
Annette Margolis,29.0
Kieth Saber,29.0
Iona Kudrle,29.0
Dallas Neiswander,29.0
Adriana Sutter,29.0
Christine Hicks,29.0
Dione Fayard,29.0
Melody Aini,28.0
Christina Erickson,28.0
Sanda Hepfer,28.0
Grayce Sanborn,28.0
Lizeth Nanna,28.0
Treena Dauzart,28.0
Venessa Chaloner,28.0
Martha Bell,28.0
Francis Jackson,28.0
Nathan Morris,28.0
Elnora Smith,28.0
Laila Corvin,28.0
Leah Osborne,28.0
Ressie Nanton,28.0
Virginia Sparks,28.0
Clemencia Che,28.0
Kia Silvia,28.0
Ola Moran,28.0
Nyla Alison,27.0
Jane Hugghis,27.0
Teresa Vitko,27.0
Mohamed Caterina,27.0
Alvin Jacobs,27.0
Epifania Velverton,27.0
Eva Boyd,27.0
Nellie Buchanan,27.0
Joel Rierson,27.0
Juanita Bottini,27.0
Katerine Golliday,27.0
Angelic Bettley,27.0
Cindi Babilon,27.0
Eric Green,27.0
Tony Land,27.0
Abram Sarp,27.0
Agatha Tami,27.0
Lucy Gibson,27.0
Kelley Okerson,27.0
Giuseppina Slatin,27.0
Janiece Steinmeiz,27.0
Iva Reynolds,27.0
Shawn Campbell,27.0
Madge Gibson,26.0
Nikole Stands,26.0
Sophia Harris,26.0
Katie Terry,26.0
Paul Shivley,26.0
Marlen Koberg,26.0
Latonia Nettles,26.0
Aaron Newton,26.0
Rodrick Bonaguidi,26.0
Celia Nooe,26.0
Sharri Royall,26.0
Valeri Dunstan,26.0
Eric Maldonado,26.0
Grady Mullennex,26.0
Joe Holtry,26.0
Dario Fabros,26.0
Nicholas Wolfe,26.0
Cameron Alsman,26.0
Renate Goetze,25.0
Mittie Sanchez,25.0
Quinn Feduccia,25.0
Jody Cohea,25.0
Caleb Floyd,25.0
Maxwell Dorat,25.0
Jestine Weinzinger,25.0
Calvin Cortez,25.0
Tillie Webster,25.0
Idalia Degener,25.0
Duncan Dunavant,25.0
Darnell Hintergardt,25.0
Janee Oerther,25.0
Carolann Willitzer,25.0
Patsy Headlam,25.0
Owen Walters,24.0
Yanira Monterrano,24.0
Franklin Guzman,24.0
Moshe Pinzone,24.0
Micheal Vaughn,24.0
Rachel Hill,24.0
Lorinda Auld,24.0
Katherina Isacson,24.0
Tuyet Cisco,24.0
Danyel Wissink,24.0
Destiny Lagasse,24.0
Marcus Byrd,24.0
Caroyln Kerk,24.0
Henry Olson,24.0
Leonie Burel,24.0
Marica Gotter,24.0
Liane Andrade,24.0
Dorathy Orobona,24.0
Myriam Gerthung,24.0
Eleni Schwisow,24.0
Reita Dagg,24.0
Danilo Mcgeever,24.0
Aaron Graham,24.0
Javier Cadlett,24.0
Valene Umphress,24.0
Bessie Lyons,24.0
Aaron Wagner,24.0
Jerlene Wogan,23.0
Rich Reardon,23.0
Joey Sideris,23.0
Emiko Haste,23.0
Alanna Drappo,23.0
Herta Thorngren,23.0
Henry Yochem,23.0
Marquis Friendly,23.0
Keira Nager,23.0
Helena Patrick,23.0
Gita Kirstein,23.0
Cecelia Hubbard,23.0
David Rowe,23.0
Olivia Bates,23.0
Katie Burns,23.0
Florinda Knowlton,23.0
Tommy Morton,23.0
Lean Hektner,23.0
Benjamin Francis,23.0
Leroy Howell,23.0
Georgann Rindfleisch,23.0
Mitsue Bassler,23.0
Ewa Coolidge,23.0
Ashley Nelke,23.0
Edgar Sanchez,23.0
Richard Alexander,23.0
Odis Stclaire,23.0
Julian Mazanec,23.0
Kenneth Bradley,23.0
Albertine Levien,23.0
Frances Elliott,23.0
Francis Hall,23.0
Deedee Grosby,23.0
Fannie Butler,23.0
Ike Chrisman,23.0
Rosaria Aihara,22.0
Charlott Malusky,22.0
Dena Stachura,22.0
Lina Casey,22.0
Anja Tiffee,22.0
Beulah Garrett,22.0
Genevieve Myers,22.0
Nakesha Clink,22.0
Jessenia Brocker,22.0
Eva Jennings,22.0
Lily Ross,22.0
Temple Porraz,22.0
Willetta Asen,22.0
Greg Donatello,22.0
Leida Hummingbird,22.0
Omar Cavendish,22.0
Floria Clemmon,22.0
Johanna Clark,22.0
Renae Kaczor,22.0
Alethea Tuell,22.0
Sal Briseno,22.0
Melynda Naramore,22.0
Darrell Green,22.0
Sallie Harrison,22.0
Ok Bradner,22.0
Ron Gaudy,22.0
Cari Seiwell,21.0
Gregory Dixon,21.0
Samatha Bertelle,21.0
Jamila Mcmenamin,21.0
Leesa Proietto,21.0
Epifania Chyle,21.0
Babette Peirce,21.0
Marco Marcelin,21.0
Augustina Lacerda,21.0
Marian Hard,21.0
Max Ray,21.0
Adele Porter,21.0
Kimberely Melena,21.0
Jin Berulie,21.0
Cornelia Martyr,21.0
Howard Cortez,21.0
Shonna Sarria,21.0
Virginia Balock,21.0
Josie Singleton,21.0
Jim Panich,21.0
Pearl Miller,21.0
Esther Wolfe,21.0
Jorge Wilson,21.0
Arthur Zenzen,21.0
Graig Dest,21.0
Elva Pruter,21.0
Edith Garza,21.0
Delana Empfield,21.0
Etsuko Wekenborg,21.0
Francisco Myers,21.0
Tamiko Odeh,21.0
Mary Sek,21.0
Xiomara Morrone,21.0
Bryan Gregory,21.0
Carson Salesky,21.0
Judson Plimpton,21.0
Melvin Spencer,21.0
Ricki Fabacher,21.0
Landon Malone,21.0
Sandie Katona,21.0
Juliet Erber,21.0
Willie May,21.0
Scarlet Tupa,21.0
Cameron Hopkins,21.0
Nichole Riner,21.0
Deandre Baria,21.0
Clement Scates,21.0
Mari Veen,21.0
Deana Wilhelmsen,21.0
Nellie Mckeon,21.0
Emil Hilsabeck,21.0
Demetrius Baltruweit,21.0
Ellis Picket,20.0
Gigi Emilio,20.0
Raymond Strawn,20.0
Maria Douglas,20.0
Olivia Dunn,20.0
Della Waddill,20.0
Jana Hoskin,20.0
Rozella Berretti,20.0
Lauren Filer,20.0
Charlie Fredo,20.0
Ida McGuire,20.0
Allen Maldonado,20.0
Thanh Setting,20.0
Buford Vallas,20.0
Arnold Rubert,20.0
Jane Leonard,20.0
Tillie Walton,20.0
Charise Mettler,20.0
Yukiko Petzoldt,20.0
Harriette Ophus,20.0
Bertha Payne,20.0
Eunice Burgess,20.0
Rachele Cavins,20.0
Idalia Turnbo,20.0
Rolando Fosmire,20.0
Riva Curlis,20.0
Aisha Chisari,20.0
Pearl Hardy,20.0
Fernando Personius,20.0
Nannette Drone,20.0
Carrie Andy,20.0
Teresia Vowels,20.0
Jerrold Borman,20.0
Candy Amirian,20.0
Florance Culp,20.0
Alise Vintila,20.0
Amanda Lambert,20.0
Kevin Holdy,20.0
Grace Lewis,20.0
Keven Kegley,20.0
Michael Tuft,20.0
Isabella Waters,20.0
Huey Squyres,20.0
Belle Torres,20.0
Philip Ballard,20.0
Elsie Welch,20.0
Amee Amster,20.0
Tamela Birdin,20.0
Jenise Kawashima,20.0
Kiersten Jorgenson,20.0
Wen Dejarme,20.0
Enda Olmedo,20.0
Clyde Martin,20.0
Mike Galacio,20.0
Ronald Irineo,20.0
Glenn Moreb,20.0
Nicolas Seagraves,20.0
Flora Rodriquez,19.0
John Legore,19.0
Raven Mario,19.0
Kassandra Killelea,19.0
Richie Endler,19.0
Teresa Day,19.0
Julieta Hoskinson,19.0
Ruth Nunez,19.0
Beatrice Reid,19.0
Yuko Spilski,19.0
Steven Holloway,19.0
Tennie Rensen,19.0
Angela Bickleman,19.0
Jenette Jess,19.0
Kenisha Tuenge,19.0
Hattie Chandler,19.0
Nancy Garraghty,19.0
Grover Arrigone,19.0
Rochell Wake,19.0
Marc Bratz,19.0
Starr Laconte,19.0
Bertha Gross,19.0
Jacinda Dermody,19.0
Corinne Schallhorn,19.0
Laquanda Karma,19.0
Nada Hudgeons,19.0
Deon Corolis,19.0
Beatrice Bowen,19.0
Dong Couper,19.0
Adria Metz,19.0
Jade Reiniger,19.0
Flora Murphy,19.0
Ronnie Goldstock,19.0
Azalee Pulkrabek,19.0
Alice Fowler,19.0
Dominica Willie,19.0
Royce Frazell,19.0
Olive Little,19.0
Steve Ballard,19.0
Luis Mollison,19.0
Janita Henges,19.0
Dell Seefeld,19.0
Refugio Mochel,19.0
Easter Steeples,19.0
Cheryll Tierney,19.0
Della Buchanan,19.0
Lesia Terrazas,19.0
Mireille Rogol,19.0
Cheryll Kessell,19.0
Inez Lane,19.0
Floy Winkel,19.0
Benjamin Gutierrez,19.0
Henry Declercq,19.0
Dion Hojeij,19.0
Olympia Waldman,19.0
Henry Cox,19.0
Minerva Reed,19.0
Zoila Kross,19.0
Katherine Tyler,19.0
June Zsadanyi,19.0
Lucinda Hicks,19.0
Lura Little,19.0
Shanda Tallada,19.0
Sheila Bain,19.0
Alberta Doyle,19.0
Glenn Guzman,19.0
Connor Mitchell,19.0
Georgeanna Bernsen,19.0
Suzie Himmelmann,19.0
Elvina Hillhouse,19.0
Barbara Daniels,19.0
Leatha Tempesta,19.0
Steven Day,19.0
