,Unnamed: 0,Source,Etype,Destination,TimeStamp,full_date,month_day_yr,month_yr,month,yr,index,Source_Names,Destination_Names
0,3638836,635466,calls,770665,1460462040,2016-04-12 11:54:00,04/12/2016,04/2016,4,2016,,Ernesto Chasteen,Elodia Siemon
1,5168161,635466,emails,713256,1461492596,2016-04-24 10:09:56,04/24/2016,04/2016,4,2016,,Ernesto Chasteen,Deann Gladwin
2,5230562,635466,emails,659354,1461849488,2016-04-28 13:18:08,04/28/2016,04/2016,4,2016,,Ernesto Chasteen,Luke Maxwell
3,263612,635466,purchases,2037744,1460462040,2016-04-12 11:54:00,04/12/2016,04/2016,4,2016,263612.0,Ernesto Chasteen,Miesha Lettsome
4,3816215,704364,calls,635466,1461849484,2016-04-28 13:18:04,04/28/2016,04/2016,4,2016,,Lawrence Gurnett,Ernesto Chasteen
5,4692253,745948,emails,635466,1458774780,2016-03-23 23:13:00,03/23/2016,03/2016,3,2016,,Charles Delgado,Ernesto Chasteen
6,4987400,736591,emails,635466,1460462041,2016-04-12 11:54:01,04/12/2016,04/2016,4,2016,,Jared Fletcher,Ernesto Chasteen
7,5168165,803549,emails,635466,1461492604,2016-04-24 10:10:04,04/24/2016,04/2016,4,2016,,Felipa Casamento,Ernesto Chasteen
8,5287866,600098,emails,635466,1462176956,2016-05-02 08:15:56,05/02/2016,05/2016,5,2016,,Darlene Vermillion,Ernesto Chasteen
9,5298370,743756,emails,635466,1462237588,2016-05-03 01:06:28,05/03/2016,05/2016,5,2016,,Virgie Burke,Ernesto Chasteen
