,Unnamed: 0,Source,Etype,Destination,TimeStamp,full_date,month_day_yr,month_yr,month,yr,index,Source_Names,Destination_Names
0,3309912,712680,calls,712620,1457883414,2016-03-13 15:36:54,03/13/2016,03/2016,3,2016,,Olive Quinn,Ivory Soderling
1,3323393,712680,calls,717649,1457987175,2016-03-14 20:26:15,03/14/2016,03/2016,3,2016,,Olive Quinn,Joann Guitierrez
2,3324334,712680,calls,709439,1457994551,2016-03-14 22:29:11,03/14/2016,03/2016,3,2016,,Olive Quinn,Hilario Wuensch
3,3324567,712680,calls,720528,1457996334,2016-03-14 22:58:54,03/14/2016,03/2016,3,2016,,Olive Quinn,Stephen Rose
4,3328243,712680,calls,713070,1458025973,2016-03-15 07:12:53,03/15/2016,03/2016,3,2016,,Olive Quinn,Susannah Saxena
5,3329874,712680,calls,709799,1458039664,2016-03-15 11:01:04,03/15/2016,03/2016,3,2016,,Olive Quinn,Stephen Fleming
6,3335578,712680,calls,623428,1458083746,2016-03-15 23:15:46,03/15/2016,03/2016,3,2016,,Olive Quinn,Leonore Gutteridge
7,3336680,712680,calls,709107,1458092600,2016-03-16 01:43:20,03/16/2016,03/2016,3,2016,,Olive Quinn,Damon Jochum
8,3340141,712680,calls,713122,1458119301,2016-03-16 09:08:21,03/16/2016,03/2016,3,2016,,Olive Quinn,Carrie Bumgarner
9,3343285,712680,calls,738809,1458142901,2016-03-16 15:41:41,03/16/2016,03/2016,3,2016,,Olive Quinn,Lawrence Palmer
10,3351937,712680,calls,611775,1458211304,2016-03-17 10:41:44,03/17/2016,03/2016,3,2016,,Olive Quinn,Ollie Atkins
11,3353968,712680,calls,711904,1458227446,2016-03-17 15:10:46,03/17/2016,03/2016,3,2016,,Olive Quinn,Sophie Greene
12,3354399,712680,calls,713701,1458230867,2016-03-17 16:07:47,03/17/2016,03/2016,3,2016,,Olive Quinn,Jane Tyler
13,5211539,712680,emails,713701,1461741271,2016-04-27 07:14:31,04/27/2016,04/2016,4,2016,,Olive Quinn,Jane Tyler
14,3358057,712680,calls,769275,1458259047,2016-03-17 23:57:27,03/17/2016,03/2016,3,2016,,Olive Quinn,Ramon Goudeau
15,3365499,712680,calls,702638,1458318875,2016-03-18 16:34:35,03/18/2016,03/2016,3,2016,,Olive Quinn,Kina Dusenberry
16,3367883,712680,calls,770866,1458337844,2016-03-18 21:50:44,03/18/2016,03/2016,3,2016,,Olive Quinn,Lora Fox
17,3373084,712680,calls,675225,1458378941,2016-03-19 09:15:41,03/19/2016,03/2016,3,2016,,Olive Quinn,Minerva Malone
18,3375599,712680,calls,734227,1458397769,2016-03-19 14:29:29,03/19/2016,03/2016,3,2016,,Olive Quinn,Esther Martin
19,3382949,712680,calls,718172,1458455200,2016-03-20 06:26:40,03/20/2016,03/2016,3,2016,,Olive Quinn,Linnie Moran
20,3386236,712680,calls,743268,1458481596,2016-03-20 13:46:36,03/20/2016,03/2016,3,2016,,Olive Quinn,Sonya Salceda
21,3391691,712680,calls,713444,1458525790,2016-03-21 02:03:10,03/21/2016,03/2016,3,2016,,Olive Quinn,Laurice Eichenberg
22,3393221,712680,calls,690070,1458537085,2016-03-21 05:11:25,03/21/2016,03/2016,3,2016,,Olive Quinn,Daniel Webb
23,3394464,712680,calls,707397,1458546689,2016-03-21 07:51:29,03/21/2016,03/2016,3,2016,,Olive Quinn,Yuriko Rajas
24,3411784,712680,calls,712745,1458682533,2016-03-22 21:35:33,03/22/2016,03/2016,3,2016,,Olive Quinn,Agnes Jeskie
25,3413569,712680,calls,800025,1458697079,2016-03-23 01:37:59,03/23/2016,03/2016,3,2016,,Olive Quinn,Dean Jenkins
26,3421198,712680,calls,724368,1458756838,2016-03-23 18:13:58,03/23/2016,03/2016,3,2016,,Olive Quinn,Albertha Mortel
27,3425608,712680,calls,694852,1458791195,2016-03-24 03:46:35,03/24/2016,03/2016,3,2016,,Olive Quinn,Alfredia Seratti
28,3427306,712680,calls,794117,1458804346,2016-03-24 07:25:46,03/24/2016,03/2016,3,2016,,Olive Quinn,Lavina Yanagi
29,3433292,712680,calls,613911,1458851416,2016-03-24 20:30:16,03/24/2016,03/2016,3,2016,,Olive Quinn,Amberly Mcginister
30,3438447,712680,calls,715598,1458891702,2016-03-25 07:41:42,03/25/2016,03/2016,3,2016,,Olive Quinn,Frances Lyons
31,3457689,712680,calls,705464,1459043577,2016-03-27 01:52:57,03/27/2016,03/2016,3,2016,,Olive Quinn,Takako Jimenez
32,3459463,712680,calls,714102,1459057162,2016-03-27 05:39:22,03/27/2016,03/2016,3,2016,,Olive Quinn,Rubin Montiel
33,3469876,712680,calls,697110,1459136636,2016-03-28 03:43:56,03/28/2016,03/2016,3,2016,,Olive Quinn,Jolynn Gooley
